,type,latitude,longitude
80004,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2975,-71.0887
80009,Improper Storage of Trash (Barrels),42.3053,-71.1126
80025,Improper Storage of Trash (Barrels),42.3783,-71.063
80031,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2861,-71.0791
80037,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3114,-71.0828
80041,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3539,-71.1522
80042,Improper Storage of Trash (Barrels),42.3639,-71.0561
80043,Improper Storage of Trash (Barrels),42.3641,-71.056
80051,Missed Trash/Recycling/Yard Waste/Bulk Item,42.284,-71.0933
80054,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2754,-71.0944
80056,Improper Storage of Trash (Barrels),42.3176,-71.0777
80065,Improper Storage of Trash (Barrels),42.3111,-71.0893
80067,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3519,-71.1554
80076,Missed Trash/Recycling/Yard Waste/Bulk Item,42.359,-71.0665
80102,Missed Trash/Recycling/Yard Waste/Bulk Item,42.296,-71.0785
80132,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2979,-71.0845
80145,Improper Storage of Trash (Barrels),42.3549,-71.0624
80155,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3232,-71.0871
80160,Improper Storage of Trash (Barrels),42.2779,-71.0774
80181,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2741,-71.1027
80202,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3234,-71.0871
80232,Trash on Vacant Lot,42.2914,-71.1182
80243,Improper Storage of Trash (Barrels),42.3091,-71.0656
80277,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2793,-71.0944
80315,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3124,-71.0814
80326,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2893,-71.0636
80337,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3099,-71.1061
80340,Improper Storage of Trash (Barrels),42.3308,-71.0832
80342,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3542,-71.169
80347,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3176,-71.1101
80361,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3375,-71.1471
80370,Improper Storage of Trash (Barrels),42.3127,-71.1262
80372,Improper Storage of Trash (Barrels),42.3814,-71.0147
80374,Improper Storage of Trash (Barrels),42.3205,-71.0542
80383,Missed Trash/Recycling/Yard Waste/Bulk Item,42.323,-71.1127
80395,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3138,-71.0775
80406,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2833,-71.0761
80409,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2961,-71.0683
80420,Missed Trash/Recycling/Yard Waste/Bulk Item,42.301,-71.0641
80425,Improper Storage of Trash (Barrels),42.2847,-71.1588
80427,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3306,-71.1118
80433,Improper Storage of Trash (Barrels),42.3121,-71.0731
80438,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3416,-71.0859
80442,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2881,-71.0729
80450,Improper Storage of Trash (Barrels),42.3066,-71.0599
80473,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3282,-71.1061
80475,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3526,-71.1497
80478,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3145,-71.1073
80485,Improper Storage of Trash (Barrels),42.3436,-71.0713
80487,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2828,-71.1424
80489,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3446,-71.1504
80490,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2768,-71.1391
80503,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2433,-71.1333
80505,Improper Storage of Trash (Barrels),42.3608,-71.0668
80506,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
80513,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3034,-71.1155
80523,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2922,-71.0633
80531,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3313,-71.1088
80537,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2576,-71.1128
80539,Missed Trash/Recycling/Yard Waste/Bulk Item,42.283,-71.078
80549,Improper Storage of Trash (Barrels),42.3362,-71.0763
80554,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2354,-71.1321
80560,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3422,-71.0717
80562,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3426,-71.0864
80568,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2763,-71.0946
80580,Improper Storage of Trash (Barrels),42.3126,-71.0608
80603,Improper Storage of Trash (Barrels),42.3429,-71.0726
80607,Improper Storage of Trash (Barrels),42.3446,-71.1515
80636,Improper Storage of Trash (Barrels),42.3425,-71.0731
80641,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3022,-71.0767
80651,Improper Storage of Trash (Barrels),42.3594,-71.0587
80667,Improper Storage of Trash (Barrels),42.3484,-71.0701
80670,Improper Storage of Trash (Barrels),42.3451,-71.1523
80676,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3432,-71.0962
80681,Missed Trash/Recycling/Yard Waste/Bulk Item,42.342,-71.0992
80685,Improper Storage of Trash (Barrels),42.3232,-71.086
80686,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3467,-71.1531
80701,Improper Storage of Trash (Barrels),42.3437,-71.0704
80704,Improper Storage of Trash (Barrels),42.3436,-71.0703
80711,Trash on Vacant Lot,42.2932,-71.1179
80715,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3167,-71.0775
80716,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3171,-71.1075
80723,Missed Trash/Recycling/Yard Waste/Bulk Item,42.276,-71.0769
80724,Improper Storage of Trash (Barrels),42.3378,-71.0794
80725,Trash on Vacant Lot,42.2932,-71.1179
80727,Trash on Vacant Lot,42.2929,-71.118
80744,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3323,-71.0402
80773,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2503,-71.1405
80788,Improper Storage of Trash (Barrels),42.3378,-71.0793
80817,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3158,-71.0737
80839,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2836,-71.1558
80862,Improper Storage of Trash (Barrels),42.3333,-71.0337
80873,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2744,-71.0899
80878,Missed Trash/Recycling/Yard Waste/Bulk Item,42.256,-71.1318
80904,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3071,-71.0781
80911,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2881,-71.0729
80916,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3026,-71.0748
80928,Improper Storage of Trash (Barrels),42.324,-71.0582
80932,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2944,-71.0622
80945,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3081,-71.1106
80970,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2858,-71.1254
80975,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2553,-71.1584
81049,Missed Trash/Recycling/Yard Waste/Bulk Item,42.283,-71.078
81059,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3022,-71.066
81066,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3318,-71.044
81067,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2708,-71.0788
81068,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2708,-71.0788
81074,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3204,-71.1142
81075,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2486,-71.1331
81079,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2709,-71.0863
81084,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2415,-71.1389
81098,Improper Storage of Trash (Barrels),42.2929,-71.054
81111,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3174,-71.0681
81124,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3063,-71.1057
81125,Missed Trash/Recycling/Yard Waste/Bulk Item,42.269,-71.128
81140,Improper Storage of Trash (Barrels),42.3205,-71.0542
81151,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2837,-71.0878
81157,Improper Storage of Trash (Barrels),42.286,-71.0521
81168,Improper Storage of Trash (Barrels),42.337,-71.079
81169,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2789,-71.0702
81171,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3515,-71.1332
81172,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2792,-71.073
81175,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2486,-71.1331
81180,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3119,-71.071
81182,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2815,-71.0796
81188,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2708,-71.0788
81195,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3172,-71.077
81213,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3506,-71.1349
81231,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2789,-71.0788
81233,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3104,-71.0666
81235,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3104,-71.0754
81246,Improper Storage of Trash (Barrels),42.3286,-71.0928
81248,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3126,-71.0698
81249,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3354,-71.0401
81267,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2573,-71.1181
81268,Improper Storage of Trash (Barrels),42.2929,-71.054
81282,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3177,-71.0737
81289,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2589,-71.1255
81312,Improper Storage of Trash (Barrels),42.3376,-71.0698
81315,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3159,-71.0717
81324,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3516,-71.1269
81336,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2601,-71.1257
81349,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2644,-71.1222
81353,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3112,-71.0669
81363,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2959,-71.0628
81378,Improper Storage of Trash (Barrels),42.3594,-71.069
81380,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2933,-71.0736
81385,Missed Trash/Recycling/Yard Waste/Bulk Item,42.368,-71.0372
81388,Improper Storage of Trash (Barrels),42.3643,-71.0537
81400,Improper Storage of Trash (Barrels),42.3639,-71.0556
81403,Improper Storage of Trash (Barrels),42.3594,-71.0587
81405,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2559,-71.1317
81433,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3111,-71.0666
81435,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3363,-71.0274
81438,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3109,-71.0668
81446,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2851,-71.0578
81450,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3195,-71.0728
81467,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3117,-71.1129
81473,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3117,-71.1129
81482,Improper Storage of Trash (Barrels),42.2969,-71.0764
81483,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3116,-71.113
81504,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3219,-71.0734
81510,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3445,-71.1391
81529,Trash on Vacant Lot,42.3499,-71.0601
81539,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3217,-71.0759
81551,Trash on Vacant Lot,42.3091,-71.0656
81564,Missed Trash/Recycling/Yard Waste/Bulk Item,42.256,-71.1318
81582,Improper Storage of Trash (Barrels),42.3168,-71.0962
81594,Improper Storage of Trash (Barrels),42.3594,-71.0587
81612,Improper Storage of Trash (Barrels),42.3604,-71.0702
81624,Improper Storage of Trash (Barrels),42.3594,-71.0587
81639,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2943,-71.1409
81648,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3137,-71.1133
81653,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3521,-71.0757
81662,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3521,-71.0757
81666,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
81672,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2804,-71.0682
81691,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3167,-71.0731
81693,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2973,-71.1463
81694,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3167,-71.0731
81711,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3118,-71.0675
81712,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2932,-71.1521
81713,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2751,-71.1266
81715,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2813,-71.0679
81716,Improper Storage of Trash (Barrels),42.3011,-71.0653
81727,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2776,-71.1314
81728,Improper Storage of Trash (Barrels),42.2883,-71.0841
81757,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3309,-71.1054
81764,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2838,-71.0518
81769,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3138,-71.0848
81777,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
81793,Improper Storage of Trash (Barrels),42.3267,-71.0912
81795,Improper Storage of Trash (Barrels),42.3594,-71.0587
81796,Improper Storage of Trash (Barrels),42.3594,-71.0587
81829,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3104,-71.0676
81832,Improper Storage of Trash (Barrels),42.304,-71.0741
81834,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3188,-71.0606
81837,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2922,-71.1405
81840,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2928,-71.1169
81844,Improper Storage of Trash (Barrels),42.2852,-71.0715
81852,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2932,-71.1521
81859,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3149,-71.0609
81867,Missed Trash/Recycling/Yard Waste/Bulk Item,42.314,-71.0932
81876,Missed Trash/Recycling/Yard Waste/Bulk Item,42.314,-71.0932
81882,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2837,-71.0673
81886,Trash on Vacant Lot,42.336,-71.053
81888,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3151,-71.0629
81894,Improper Storage of Trash (Barrels),42.3128,-71.0749
81909,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2749,-71.0788
81917,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2877,-71.1175
81953,Improper Storage of Trash (Barrels),42.307,-71.1239
81961,Improper Storage of Trash (Barrels),42.3416,-71.0827
81983,Improper Storage of Trash (Barrels),42.2987,-71.0729
81986,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3833,-71.02
81990,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2815,-71.0633
81995,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3809,-71.0257
81998,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3138,-71.0827
82002,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3165,-71.0613
82008,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3274,-71.0792
82014,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3186,-71.0999
82019,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3172,-71.059
82037,Missed Trash/Recycling/Yard Waste/Bulk Item,42.292,-71.1171
82040,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3019,-71.057
82041,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3492,-71.1719
82057,Missed Trash/Recycling/Yard Waste/Bulk Item,42.274,-71.0663
82060,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2638,-71.1153
82062,Missed Trash/Recycling/Yard Waste/Bulk Item,42.341,-71.0529
82074,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2835,-71.1273
82077,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3174,-71.0578
82078,Improper Storage of Trash (Barrels),42.3412,-71.0522
82091,Missed Trash/Recycling/Yard Waste/Bulk Item,42.278,-71.0619
82094,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3446,-71.164
82112,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3281,-71.0933
82113,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3145,-71.0622
82114,Improper Storage of Trash (Barrels),42.3316,-71.0556
82116,Missed Trash/Recycling/Yard Waste/Bulk Item,42.29,-71.0497
82123,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3012,-71.0572
82129,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3206,-71.0909
82130,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3206,-71.0909
82132,Improper Storage of Trash (Barrels),42.3594,-71.0587
82135,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2726,-71.09
82136,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3092,-71.1141
82139,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3378,-71.0438
82142,Improper Storage of Trash (Barrels),42.3118,-71.0886
82144,Improper Storage of Trash (Barrels),42.3594,-71.0587
82146,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2855,-71.1461
82176,Improper Storage of Trash (Barrels),42.3594,-71.0587
82238,Improper Storage of Trash (Barrels),42.2651,-71.0998
82255,Improper Storage of Trash (Barrels),42.3372,-71.1495
82274,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2761,-71.0698
82357,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3665,-71.0538
82376,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3137,-71.0666
82399,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2772,-71.0831
82401,Litter Basket Maintenance,42.3728,-71.0584
82407,Improper Storage of Trash (Barrels),42.3594,-71.0587
82411,Improper Storage of Trash (Barrels),42.2719,-71.0905
82428,Improper Storage of Trash (Barrels),42.3428,-71.0783
82430,Improper Storage of Trash (Barrels),42.3357,-71.0448
82447,Improper Storage of Trash (Barrels),42.3448,-71.1403
82458,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2418,-71.1388
82459,Improper Storage of Trash (Barrels),42.3092,-71.0657
82463,Improper Storage of Trash (Barrels),42.3486,-71.07
82468,Improper Storage of Trash (Barrels),42.3594,-71.0587
82469,Improper Storage of Trash (Barrels),42.243,-71.1224
82477,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3335,-71.0438
82482,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2827,-71.0636
82484,Improper Storage of Trash (Barrels),42.3758,-71.0359
82493,Improper Storage of Trash (Barrels),42.3788,-71.0294
82496,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2972,-71.0757
82515,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3584,-71.1307
82528,Overflowing or Un-kept Dumpster,42.3594,-71.0587
82539,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2756,-71.1281
82545,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3303,-71.0707
82588,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2827,-71.0684
82617,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2871,-71.0417
82623,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
82628,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3425,-71.0757
82637,Improper Storage of Trash (Barrels),42.3075,-71.0787
82647,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3188,-71.0565
82648,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3037,-71.0583
82649,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3188,-71.0565
82655,Missed Trash/Recycling/Yard Waste/Bulk Item,42.295,-71.0606
82672,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2796,-71.1185
82688,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3178,-71.0686
82691,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3146,-71.0566
82713,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2756,-71.1281
82714,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3657,-71.055
82716,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2753,-71.0614
82723,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3435,-71.0712
82729,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2914,-71.0533
82735,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2851,-71.0598
82745,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3126,-71.0698
82749,Improper Storage of Trash (Barrels),42.3606,-71.0638
82760,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3467,-71.0714
82763,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3592,-71.0669
82767,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2662,-71.1513
82775,Improper Storage of Trash (Barrels),42.3504,-71.0895
82780,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3352,-71.0485
82805,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3125,-71.0468
82809,Improper Storage of Trash (Barrels),42.3626,-71.0523
82814,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
82817,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3432,-71.0804
82820,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3238,-71.072
82821,Improper Storage of Trash (Barrels),42.3468,-71.0878
82835,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
82841,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3033,-71.0768
82844,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3363,-71.0864
82845,Improper Storage of Trash (Barrels),42.2779,-71.0774
82849,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3128,-71.099
82853,Missed Trash/Recycling/Yard Waste/Bulk Item,42.296,-71.0586
82863,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3388,-71.0835
82868,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2799,-71.1638
82874,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3315,-71.1087
82883,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3356,-71.0989
82895,Missed Trash/Recycling/Yard Waste/Bulk Item,42.333,-71.106
82896,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3602,-71.0666
82897,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3252,-71.0576
82903,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
82906,Improper Storage of Trash (Barrels),42.3365,-71.0766
82914,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3113,-71.0553
82916,Improper Storage of Trash (Barrels),42.3585,-71.0668
82919,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2662,-71.1513
82925,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3523,-71.0661
82928,Improper Storage of Trash (Barrels),42.3607,-71.0689
82937,Missed Trash/Recycling/Yard Waste/Bulk Item,42.312,-71.0465
82945,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3322,-71.096
82950,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3361,-71.0523
82951,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2786,-71.0661
82954,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3657,-71.055
82955,Improper Storage of Trash (Barrels),42.3013,-71.0644
82958,Improper Storage of Trash (Barrels),42.3037,-71.1157
82970,Improper Storage of Trash (Barrels),42.3503,-71.0895
82972,Improper Storage of Trash (Barrels),42.3602,-71.0666
82973,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3657,-71.0581
82975,Improper Storage of Trash (Barrels),42.361,-71.068
82976,Improper Storage of Trash (Barrels),42.3594,-71.0587
82983,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3098,-71.1141
82984,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2942,-71.0579
82996,Improper Storage of Trash (Barrels),42.361,-71.068
83003,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2674,-71.1075
83009,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2891,-71.0625
83034,Improper Storage of Trash (Barrels),42.3603,-71.071
83083,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3609,-71.1424
83084,Improper Storage of Trash (Barrels),42.3485,-71.0679
83099,Missed Trash/Recycling/Yard Waste/Bulk Item,42.264,-71.1647
83101,Improper Storage of Trash (Barrels),42.344,-71.0763
83103,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3295,-71.0884
83108,Improper Storage of Trash (Barrels),42.3361,-71.0423
83123,Improper Storage of Trash (Barrels),42.36,-71.0663
83133,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2662,-71.1513
83134,Improper Storage of Trash (Barrels),42.3595,-71.0665
83136,Improper Storage of Trash (Barrels),42.3598,-71.0661
83141,Improper Storage of Trash (Barrels),42.3594,-71.0587
83146,Improper Storage of Trash (Barrels),42.3594,-71.0587
83160,Improper Storage of Trash (Barrels),42.3472,-71.0719
83176,Missed Trash/Recycling/Yard Waste/Bulk Item,42.2627,-71.1125
83191,Improper Storage of Trash (Barrels),42.344,-71.0665
83193,Improper Storage of Trash (Barrels),42.3003,-71.0671
83194,Improper Storage of Trash (Barrels),42.3432,-71.0832
83196,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3082,-71.0496
83226,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3485,-71.0939
83239,Improper Storage of Trash (Barrels),42.2941,-71.1382
83240,Improper Storage of Trash (Barrels),42.3662,-71.0539
83243,Improper Storage of Trash (Barrels),42.3505,-71.0662
83249,Improper Storage of Trash (Barrels),42.3608,-71.0689
83260,Improper Storage of Trash (Barrels),42.3383,-71.0707
83267,Litter Basket Maintenance,42.3594,-71.0587
83273,Improper Storage of Trash (Barrels),42.3594,-71.0587
83279,Improper Storage of Trash (Barrels),42.3358,-71.0747
83317,Improper Storage of Trash (Barrels),42.2951,-71.1155
83324,Improper Storage of Trash (Barrels),42.342,-71.0702
83325,Overflowing or Un-kept Dumpster,42.3505,-71.0993
83339,Improper Storage of Trash (Barrels),42.3666,-71.0529
83360,Improper Storage of Trash (Barrels),42.3594,-71.0587
83363,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3594,-71.0587
83398,Improper Storage of Trash (Barrels),42.3432,-71.0708
83462,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3113,-71.0553
83475,Improper Storage of Trash (Barrels),42.3495,-71.0845
83483,Improper Storage of Trash (Barrels),42.3657,-71.0554
83489,Improper Storage of Trash (Barrels),42.3527,-71.0813
83505,Improper Storage of Trash (Barrels),42.3594,-71.0587
83515,Improper Storage of Trash (Barrels),42.266,-71.0962
83543,Improper Storage of Trash (Barrels),42.3594,-71.0587
83544,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3636,-71.0518
83545,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3637,-71.0518
83556,Missed Trash/Recycling/Yard Waste/Bulk Item,42.3356,-71.0762
