,type,latitude,longitude
99328,Rodent Activity,42.3065,-71.0718
99414,Pest Infestation - Residential,42.3062,-71.0722
99483,Rodent Activity,42.3231,-71.0847
99485,Rodent Activity,42.3065,-71.072
99503,Rodent Activity,42.3812,-71.0699
99511,Rodent Activity,42.3808,-71.0702
99589,Rodent Activity,42.3056,-71.0694
99670,Rodent Activity,42.3047,-71.1303
99978,Rodent Activity,42.3519,-71.1706
99979,Rodent Activity,42.3594,-71.0587
99997,Rodent Activity,42.3134,-71.0583
100052,Bed Bugs,42.3055,-71.1034
100129,Rodent Activity,42.2938,-71.0658
100197,Rodent Activity,42.3783,-71.039
100200,Rodent Activity,42.3519,-71.1706
100205,Rodent Activity,42.3563,-71.1601
100207,Pest Infestation - Residential,42.3158,-71.0821
100242,Rodent Activity,42.3613,-71.1387
100258,Pest Infestation - Residential,42.3594,-71.0587
100264,Pest Infestation - Residential,42.3331,-71.0273
100456,Rodent Activity,42.3594,-71.0684
100510,Pest Infestation - Residential,42.3143,-71.1018
100519,Bed Bugs,42.3055,-71.1034
100595,Rodent Activity,42.3505,-71.1582
100644,Rodent Activity,42.3594,-71.0587
100651,Pest Infestation - Residential,42.3114,-71.0864
100773,Rodent Activity,42.3511,-71.1286
100777,Rodent Activity,42.3512,-71.1285
100783,Rodent Activity,42.3515,-71.1289
100788,Rodent Activity,42.3516,-71.1289
100792,Bed Bugs,42.3232,-71.1092
100890,Rodent Activity,42.3154,-71.0914
100892,Rodent Activity,42.3183,-71.1005
100991,Rodent Activity,42.385,-71.0187
101086,Rodent Activity,42.3042,-71.0608
101087,Rodent Activity,42.3594,-71.0587
101112,Rodent Activity,42.3157,-71.0819
101133,Pest Infestation - Residential,42.3667,-71.0529
101135,Pest Infestation - Residential,42.3594,-71.0587
101144,Pest Infestation - Residential,42.3165,-71.0533
101318,Rodent Activity,42.3034,-71.08
101459,Bed Bugs,42.2909,-71.0753
101502,Pest Infestation - Residential,42.2876,-71.0945
101509,Pest Infestation - Residential,42.3158,-71.0821
101585,Rodent Activity,42.3514,-71.0631
101601,Rodent Activity,42.3281,-71.0572
101637,Rodent Activity,42.2837,-71.0821
101640,Rodent Activity,42.2897,-71.1543
101667,Rodent Activity,42.3563,-71.1371
101719,Rodent Activity,42.3497,-71.0898
101733,Pest Infestation - Residential,42.3624,-71.0512
101746,Pest Infestation - Residential,42.327,-71.0949
101823,Rodent Activity,42.3801,-71.0376
101840,Rodent Activity,42.2869,-71.0417
101869,Bed Bugs,42.3239,-71.1052
101940,Rodent Activity,42.392,-71.002
102050,Rodent Activity,42.3331,-71.0273
102083,Rodent Activity,42.3421,-71.097
102111,Pest Infestation - Residential,42.3594,-71.0587
102115,Rodent Activity,42.2897,-71.1543
102171,Rodent Activity,42.3224,-71.0825
102303,Bed Bugs,42.3056,-71.0812
102339,Rodent Activity,42.3598,-71.0688
102365,Rodent Activity,42.2813,-71.1192
102385,Rodent Activity,42.2634,-71.1022
102483,Pest Infestation - Residential,42.2883,-71.1181
102514,Pest Infestation - Residential,42.2803,-71.1194
102517,Rodent Activity,42.2875,-71.0717
102530,Rodent Activity,42.3341,-71.0326
102572,Rodent Activity,42.3594,-71.0587
102573,Rodent Activity,42.3478,-71.0617
102698,Pest Infestation - Residential,42.3594,-71.0587
102885,Rodent Activity,42.3641,-71.053
102912,Rodent Activity,42.3139,-71.0536
102917,Pest Infestation - Residential,42.322,-71.0803
103117,Rodent Activity,42.289,-71.0482
103168,Rodent Activity,42.3651,-71.052
103188,Pest Infestation - Residential,42.3093,-71.1056
103206,Pest Infestation - Residential,42.3488,-71.0721
103358,Rodent Activity,42.3543,-71.0756
103406,Pest Infestation - Residential,42.3594,-71.0587
103441,Rodent Activity,42.3396,-71.0487
103449,Rodent Activity,42.3378,-71.0794
103506,Pest Infestation - Residential,42.3871,-71.0076
103514,Rodent Activity,42.37,-71.0615
103517,Rodent Activity,42.3594,-71.0587
103518,Rodent Activity,42.3706,-71.0598
103647,Rodent Activity,42.2959,-71.0529
103652,Rodent Activity,42.3056,-71.0695
103658,Rodent Activity,42.3171,-71.0985
103660,Pest Infestation - Residential,42.3156,-71.0992
103661,Rodent Activity,42.3174,-71.0987
103689,Pest Infestation - Residential,42.3382,-71.0783
103712,Rodent Activity,42.2862,-71.0942
103718,Rodent Activity,42.2878,-71.0574
103745,Rodent Activity,42.2394,-71.1388
103852,Rodent Activity,42.3157,-71.066
103878,Rodent Activity,42.3784,-71.039
103944,Bed Bugs,42.3222,-71.0848
103988,Rodent Activity,42.2813,-71.0487
104096,Pest Infestation - Residential,42.3164,-71.0543
104124,Rodent Activity,42.3806,-71.0668
104182,Rodent Activity,42.3284,-71.094
104260,Rodent Activity,42.2961,-71.0792
104269,Rodent Activity,42.2854,-71.1291
104455,Pest Infestation - Residential,42.3159,-71.0631
104463,Pest Infestation - Residential,42.289,-71.0482
104508,Rodent Activity,42.372,-71.0581
104520,Rodent Activity,42.3594,-71.0587
104572,Rodent Activity,42.3529,-71.1384
104575,Rodent Activity,42.3525,-71.1379
104599,Rodent Activity,42.3212,-71.057
104710,Pest Infestation - Residential,42.3156,-71.0992
104741,Pest Infestation - Residential,42.316,-71.0987
104744,Rodent Activity,42.3782,-71.039
104944,Rodent Activity,42.302,-71.0667
105047,Bed Bugs,42.333,-71.0837
105048,Rodent Activity,42.391,-71.0122
105299,Bed Bugs,42.3462,-71.0431
105402,Rodent Activity,42.3797,-71.0326
105415,Rodent Activity,42.3516,-71.1354
105457,Rodent Activity,42.3382,-71.0799
105463,Rodent Activity,42.3375,-71.0772
105468,Rodent Activity,42.3464,-71.0793
105640,Rodent Activity,42.3578,-71.1371
105697,Rodent Activity,42.3162,-71.0988
105698,Rodent Activity,42.2825,-71.1592
105702,Rodent Activity,42.3542,-71.076
105704,Rodent Activity,42.3542,-71.076
105740,Rodent Activity,42.3161,-71.0987
105773,Rodent Activity,42.3815,-71.0706
105784,Rodent Activity,42.286,-71.1401
105793,Rodent Activity,42.2916,-71.0903
105881,Rodent Activity,42.353,-71.1605
105901,Rodent Activity,42.3139,-71.0536
105992,Rodent Activity,42.3594,-71.0587
106020,Rodent Activity,42.2393,-71.1382
106064,Rodent Activity,42.3501,-71.0762
106180,Pest Infestation - Residential,42.3594,-71.0587
106230,Rodent Activity,42.3784,-71.039
106407,Pest Infestation - Residential,42.2906,-71.062
106462,Rodent Activity,42.3044,-71.0764
106476,Rodent Activity,42.3594,-71.0587
106499,Pest Infestation - Residential,42.3783,-71.0384
106553,Rodent Activity,42.2926,-71.063
106580,Rodent Activity,42.3594,-71.0587
106595,Rodent Activity,42.338,-71.0796
106627,Rodent Activity,42.3188,-71.1005
106639,Rodent Activity,42.3383,-71.0763
106676,Rodent Activity,42.3097,-71.1046
106684,Pest Infestation - Residential,42.2929,-71.063
106769,Rodent Activity,42.312,-71.0764
106856,Rodent Activity,42.2659,-71.1525
106906,Rodent Activity,42.3594,-71.0587
106910,Rodent Activity,42.3198,-71.063
107188,Rodent Activity,42.3527,-71.1373
107423,Pest Infestation - Residential,42.296,-71.0846
107466,Pest Infestation - Residential,42.292,-71.1562
107527,Rodent Activity,42.3504,-71.06
107679,Rodent Activity,42.3442,-71.0803
107752,Rodent Activity,42.3594,-71.0587
107781,Rodent Activity,42.3079,-71.1144
107832,Rodent Activity,42.3067,-71.0719
107941,Rodent Activity,42.3047,-71.1132
108010,Pest Infestation - Residential,42.3371,-71.0554
108103,Pest Infestation - Residential,42.3318,-71.0472
108158,Rodent Activity,42.3487,-71.0841
108159,Rodent Activity,42.3353,-71.0386
108161,Rodent Activity,42.3504,-71.0904
108162,Rodent Activity,42.3523,-71.1365
108185,Rodent Activity,42.355,-71.1477
108229,Rodent Activity,42.3494,-71.1339
108232,Rodent Activity,42.3092,-71.1066
108236,Rodent Activity,42.3086,-71.108
108239,Rodent Activity,42.31,-71.1063
108240,Rodent Activity,42.31,-71.1061
108243,Rodent Activity,42.3098,-71.1059
108257,Bed Bugs,42.3138,-71.0632
108291,Bed Bugs,42.3429,-71.101
108331,Rodent Activity,42.3086,-71.0667
108340,Rodent Activity,42.3773,-71.0581
108364,Rodent Activity,42.316,-71.1058
108400,Rodent Activity,42.3365,-71.0871
108411,Rodent Activity,42.372,-71.059
108464,Pest Infestation - Residential,42.3525,-71.126
108485,Pest Infestation - Residential,42.3517,-71.1584
108577,Rodent Activity,42.3037,-71.0647
108596,Rodent Activity,42.3147,-71.065
108685,Rodent Activity,42.3053,-71.0729
108710,Rodent Activity,42.3595,-71.0588
108920,Pest Infestation - Residential,42.3471,-71.1045
108929,Pest Infestation - Residential,42.3368,-71.0846
108944,Rodent Activity,42.3243,-71.0755
108990,Rodent Activity,42.3884,-71.0027
108992,Rodent Activity,42.3091,-71.1052
108996,Rodent Activity,42.3093,-71.1056
108999,Rodent Activity,42.3094,-71.106
109010,Rodent Activity,42.3594,-71.0587
109017,Rodent Activity,42.3528,-71.0799
109122,Rodent Activity,42.3594,-71.1405
109127,Pest Infestation - Residential,42.3437,-71.073
109175,Rodent Activity,42.3521,-71.1507
109192,Rodent Activity,42.3173,-71.062
109230,Rodent Activity,42.289,-71.0482
109286,Rodent Activity,42.3549,-71.143
109309,Rodent Activity,42.365,-71.0614
109392,Rodent Activity,42.2862,-71.0445
109496,Rodent Activity,42.3524,-71.1382
109504,Rodent Activity,42.3594,-71.0587
109507,Rodent Activity,42.3093,-71.0578
109722,Rodent Activity,42.3787,-71.0386
109723,Rodent Activity,42.3787,-71.0385
109727,Rodent Activity,42.3788,-71.0384
109731,Rodent Activity,42.3788,-71.0383
109733,Rodent Activity,42.3471,-71.1045
109777,Pest Infestation - Residential,42.2851,-71.0618
109783,Rodent Activity,42.3093,-71.0578
109789,Bed Bugs,42.2999,-71.0753
109790,Rodent Activity,42.3528,-71.1373
109987,Rodent Activity,42.3383,-71.0763
110088,Rodent Activity,42.3653,-71.0355
110148,Rodent Activity,42.302,-71.0811
110179,Rodent Activity,42.3112,-71.0866
110230,Pest Infestation - Residential,42.2967,-71.0716
110334,Rodent Activity,42.3437,-71.0729
110337,Pest Infestation - Residential,42.3437,-71.073
110405,Bed Bugs,42.2936,-71.0509
110525,Rodent Activity,42.3165,-71.0992
110733,Rodent Activity,42.3614,-71.0689
110770,Rodent Activity,42.333,-71.0668
110997,Pest Infestation - Residential,42.3376,-71.1467
111005,Pest Infestation - Residential,42.3379,-71.1464
111124,Pest Infestation - Residential,42.3218,-71.1127
111218,Bed Bugs,42.2616,-71.112
111220,Bed Bugs,42.2739,-71.1397
111259,Rodent Activity,42.3166,-71.0896
111293,Bed Bugs,42.3678,-71.0357
111349,Rodent Activity,42.3197,-71.0845
111414,Rodent Activity,42.317,-71.0614
111438,Pest Infestation - Residential,42.3464,-71.0793
111471,Rodent Activity,42.3231,-71.0851
111521,Rodent Activity,42.322,-71.0726
111525,Rodent Activity,42.3593,-71.124
111584,Rodent Activity,42.3379,-71.0795
111708,Rat Bite,42.3518,-71.1703
111717,Rodent Activity,42.2883,-71.0714
111831,Rodent Activity,42.3414,-71.0774
111853,Rodent Activity,42.2393,-71.1382
111945,Pest Infestation - Residential,42.289,-71.0482
112108,Rodent Activity,42.2959,-71.0529
112259,Rodent Activity,42.3034,-71.0609
112265,Rodent Activity,42.3471,-71.1046
112273,Rodent Activity,42.3413,-71.0773
112288,Rodent Activity,42.3414,-71.077
112345,Pest Infestation - Residential,42.3594,-71.0587
112395,Bed Bugs,42.3273,-71.0594
112613,Rodent Activity,42.3132,-71.0583
112663,Pest Infestation - Residential,42.3409,-71.1497
112671,Rodent Activity,42.2883,-71.0583
112757,Pest Infestation - Residential,42.3369,-71.0552
112791,Rodent Activity,42.2906,-71.0622
112856,Pest Infestation - Residential,42.3457,-71.0861
112915,Pest Infestation - Residential,42.2954,-71.0585
112995,Pest Infestation - Residential,42.3228,-71.1057
113007,Pest Infestation - Residential,42.3034,-71.0804
113074,Rodent Activity,42.3062,-71.0719
113123,Rodent Activity,42.3594,-71.0587
113134,Pest Infestation - Residential,42.3369,-71.0552
113143,Rodent Activity,42.3365,-71.0415
113185,Pest Infestation - Residential,42.3594,-71.0587
113211,Rodent Activity,42.3383,-71.0763
113222,Rat Bite,42.3609,-71.1316
113232,Rodent Activity,42.321,-71.1027
113246,Rodent Activity,42.333,-71.031
113252,Rodent Activity,42.3157,-71.1064
113256,Bed Bugs,42.2739,-71.1397
113264,Rodent Activity,42.3414,-71.0774
113337,Pest Infestation - Residential,42.3184,-71.0551
113367,Rodent Activity,42.3586,-71.1423
113395,Bed Bugs,42.2713,-71.0921
113426,Pest Infestation - Residential,42.3065,-71.0718
113444,Bed Bugs,42.3603,-71.0583
113446,Bed Bugs,42.3601,-71.0581
113471,Bed Bugs,42.3594,-71.0587
113493,Bed Bugs,42.3321,-71.0509
113568,Pest Infestation - Residential,42.3594,-71.0587
113634,Rodent Activity,42.3501,-71.0762
113642,Pest Infestation - Residential,42.349,-71.1703
113648,Rodent Activity,42.3518,-71.1352
113651,Rodent Activity,42.3517,-71.1354
113654,Rodent Activity,42.3515,-71.135
113656,Rodent Activity,42.3769,-71.0351
113662,Rodent Activity,42.3517,-71.1349
113719,Rodent Activity,42.3515,-71.135
113738,Rodent Activity,42.3462,-71.1407
113755,Bed Bugs,42.3012,-71.0816
113768,Bed Bugs,42.3142,-71.0663
113839,Rodent Activity,42.2967,-71.0716
113858,Rodent Activity,42.2916,-71.1559
114170,Rodent Activity,42.3119,-71.0763
114246,Rodent Activity,42.3128,-71.0749
114250,Rodent Activity,42.3578,-71.1371
114254,Rodent Activity,42.3585,-71.1369
114256,Rodent Activity,42.2813,-71.1612
114268,Rodent Activity,42.3366,-71.0414
114351,Rodent Activity,42.3006,-71.0605
114372,Rodent Activity,42.3706,-71.0331
114380,Rodent Activity,42.3414,-71.077
114446,Pest Infestation - Residential,42.3594,-71.0587
114510,Rodent Activity,42.313,-71.0584
114546,Pest Infestation - Residential,42.3065,-71.072
114566,Pest Infestation - Residential,42.3016,-71.0689
114592,Rodent Activity,42.3002,-71.082
114651,Rodent Activity,42.3255,-71.1052
114704,Rodent Activity,42.35,-71.0899
114763,Rodent Activity,42.2822,-71.0724
115086,Pest Infestation - Residential,42.3478,-71.0617
115087,Pest Infestation - Residential,42.3475,-71.0625
115094,Rodent Activity,42.3528,-71.1373
115197,Rodent Activity,42.3116,-71.0617
115198,Rodent Activity,42.3116,-71.0617
115218,Rodent Activity,42.3726,-71.0614
115335,Rodent Activity,42.3046,-71.0744
115338,Rodent Activity,42.3687,-71.0378
115397,Rodent Activity,42.2662,-71.1205
115463,Pest Infestation - Residential,42.3426,-71.0632
115493,Rodent Activity,42.2884,-71.0584
115555,Rodent Activity,42.3471,-71.0718
115673,Pest Infestation - Residential,42.3603,-71.0583
115696,Rodent Activity,42.3447,-71.1008
115716,Pest Infestation - Residential,42.3213,-71.0625
115720,Rodent Activity,42.3171,-71.0993
115724,Rodent Activity,42.2664,-71.1207
115771,Rodent Activity,42.2809,-71.1145
115821,Pest Infestation - Residential,42.2859,-71.1402
115928,Rodent Activity,42.3212,-71.0943
116006,Pest Infestation - Residential,42.3546,-71.1476
116082,Rodent Activity,42.3173,-71.0997
116115,Rodent Activity,42.3663,-71.0574
116218,Pest Infestation - Residential,42.2659,-71.1205
116242,Rodent Activity,42.3501,-71.0762
116283,Rodent Activity,42.3594,-71.0587
116420,Rodent Activity,42.3067,-71.076
116423,Rodent Activity,42.3171,-71.0614
116501,Rodent Activity,42.3105,-71.0797
116522,Rodent Activity,42.3287,-71.0818
116533,Pest Infestation - Residential,42.2684,-71.1197
116573,Rodent Activity,42.2875,-71.1178
116589,Rodent Activity,42.3647,-71.0568
116656,Rodent Activity,42.3725,-71.0614
116661,Rodent Activity,42.3512,-71.1294
116673,Rodent Activity,42.352,-71.1283
116697,Rodent Activity,42.3304,-71.0539
116705,Rodent Activity,42.3354,-71.0534
116837,Rodent Activity,42.3159,-71.1058
116840,Rodent Activity,42.3417,-71.0771
116889,Rodent Activity,42.3594,-71.0587
116903,Rodent Activity,42.2912,-71.0611
116927,Pest Infestation - Residential,42.2998,-71.0721
117062,Pest Infestation - Residential,42.3508,-71.0771
117083,Pest Infestation - Residential,42.2826,-71.1318
117151,Pest Infestation - Residential,42.2393,-71.1382
117264,Rodent Activity,42.3121,-71.054
117268,Rodent Activity,42.2868,-71.0578
117304,Pest Infestation - Residential,42.345,-71.08
117397,Rodent Activity,42.2937,-71.1342
117409,Rodent Activity,42.3467,-71.0675
117463,Rodent Activity,42.3509,-71.1682
117466,Bed Bugs,42.2859,-71.128
117479,Rodent Activity,42.2814,-71.0579
117493,Rodent Activity,42.3262,-71.0891
117514,Rodent Activity,42.3382,-71.0783
117554,Pest Infestation - Residential,42.3784,-71.0405
117574,Rodent Activity,42.3165,-71.0699
117587,Rodent Activity,42.3253,-71.0856
117687,Rodent Activity,42.3414,-71.0774
117841,Pest Infestation - Residential,42.3669,-71.033
117901,Pest Infestation - Residential,42.3123,-71.0532
118056,Rodent Activity,42.3413,-71.0773
118064,Pest Infestation - Residential,42.3599,-71.0634
118113,Rodent Activity,42.341,-71.0828
118125,Rodent Activity,42.3504,-71.0853
118138,Pest Infestation - Residential,42.3065,-71.072
118387,Pest Infestation - Residential,42.2912,-71.0611
118429,Pest Infestation - Residential,42.3432,-71.0691
118443,Pest Infestation - Residential,42.3467,-71.1544
118491,Rodent Activity,42.3594,-71.0587
118501,Rodent Activity,42.3457,-71.0864
118505,Rodent Activity,42.3429,-71.0865
118523,Pest Infestation - Residential,42.2933,-71.1336
118535,Rodent Activity,42.3599,-71.0638
118569,Rodent Activity,42.3594,-71.0587
118581,Rodent Activity,42.3393,-71.1542
118740,Rodent Activity,42.2822,-71.0724
118747,Rodent Activity,42.2822,-71.0725
118756,Rodent Activity,42.2821,-71.0728
118763,Rodent Activity,42.2821,-71.0729
118766,Rodent Activity,42.2874,-71.0718
118841,Rodent Activity,42.3547,-71.147
118844,Rodent Activity,42.3546,-71.1471
118859,Rodent Activity,42.3406,-71.0838
118889,Bed Bugs,42.3341,-71.1029
118903,Bed Bugs,42.3341,-71.1029
118962,Rodent Activity,42.2999,-71.079
118986,Pest Infestation - Residential,42.3603,-71.0583
119024,Rodent Activity,42.3491,-71.0688
119031,Rodent Activity,42.3594,-71.0587
119050,Rodent Activity,42.3211,-71.0628
119081,Bed Bugs,42.2937,-71.0723
119115,Rodent Activity,42.3105,-71.0796
119117,Rodent Activity,42.3105,-71.0795
119168,Rodent Activity,42.3057,-71.0704
119185,Rodent Activity,42.3466,-71.0705
119323,Rodent Activity,42.3457,-71.0684
119333,Rodent Activity,42.3266,-71.0798
119416,Rodent Activity,42.343,-71.0775
119428,Rodent Activity,42.3213,-71.0729
119451,Rodent Activity,42.3468,-71.1378
119500,Bed Bugs,42.3798,-71.0345
119543,Rodent Activity,42.3072,-71.1183
119620,Rodent Activity,42.3169,-71.1063
119690,Rodent Activity,42.3186,-71.0992
119704,Rodent Activity,42.3664,-71.0581
119733,Rodent Activity,42.2984,-71.0735
119744,Pest Infestation - Residential,42.2754,-71.135
119762,Pest Infestation - Residential,42.2754,-71.135
119785,Bed Bugs,42.338,-71.0766
119823,Pest Infestation - Residential,42.3125,-71.0795
119960,Bed Bugs,42.3489,-71.0859
120095,Rodent Activity,42.3379,-71.047
120129,Rodent Activity,42.3503,-71.0753
120148,Rodent Activity,42.3374,-71.0403
120200,Rodent Activity,42.3396,-71.078
120277,Rodent Activity,42.3496,-71.0817
120282,Rodent Activity,42.3436,-71.0733
120297,Pest Infestation - Residential,42.3159,-71.0631
120335,Pest Infestation - Residential,42.3528,-71.1383
120337,Pest Infestation - Residential,42.3525,-71.1382
120362,Pest Infestation - Residential,42.3516,-71.17
120368,Rodent Activity,42.3594,-71.0587
120387,Rodent Activity,42.3429,-71.0889
120492,Rodent Activity,42.3513,-71.1399
120546,Rodent Activity,42.2923,-71.0846
120738,Rodent Activity,42.3354,-71.0379
120748,Rodent Activity,42.3354,-71.0379
120796,Rodent Activity,42.296,-71.0846
120879,Rodent Activity,42.339,-71.0804
120975,Rodent Activity,42.3467,-71.0705
121131,Bed Bugs,42.3406,-71.154
121139,Rodent Activity,42.2883,-71.054
121191,Pest Infestation - Residential,42.3598,-71.0634
121208,Rodent Activity,42.3528,-71.138
121233,Rodent Activity,42.3594,-71.0587
121245,Rodent Activity,42.3337,-71.0834
121246,Pest Infestation - Residential,42.3093,-71.0643
121364,Rodent Activity,42.3594,-71.0587
121419,Rodent Activity,42.3594,-71.0587
121435,Rodent Activity,42.3132,-71.0583
121457,Rodent Activity,42.2855,-71.0918
121476,Rodent Activity,42.3594,-71.0587
121506,Pest Infestation - Residential,42.3598,-71.0634
121514,Pest Infestation - Residential,42.36,-71.0635
121527,Pest Infestation - Residential,42.36,-71.0635
121638,Rodent Activity,42.3025,-71.0658
121655,Rodent Activity,42.336,-71.0373
121738,Rodent Activity,42.3641,-71.0549
121785,Bed Bugs,42.3271,-71.105
121944,Rodent Activity,42.3471,-71.1383
121945,Rat Bite,42.3471,-71.1383
121948,Rodent Activity,42.347,-71.1374
121963,Rodent Activity,42.3594,-71.0587
121964,Rodent Activity,42.3498,-71.081
121965,Rodent Activity,42.3498,-71.0811
121977,Pest Infestation - Residential,42.3594,-71.0587
121998,Bed Bugs,42.3476,-71.1371
122046,Rodent Activity,42.3022,-71.06
122056,Pest Infestation - Residential,42.3032,-71.1067
122145,Pest Infestation - Residential,42.3371,-71.0728
122192,Rodent Activity,42.2417,-71.1378
122252,Rodent Activity,42.3594,-71.0587
122277,Pest Infestation - Residential,42.267,-71.1161
122321,Pest Infestation - Residential,42.36,-71.0635
122437,Pest Infestation - Residential,42.3506,-71.0599
122449,Rodent Activity,42.3517,-71.1701
122491,Rodent Activity,42.2823,-71.0604
122502,Rodent Activity,42.3225,-71.0827
122558,Rodent Activity,42.2874,-71.1174
122560,Rodent Activity,42.2914,-71.1157
122796,Rodent Activity,42.3189,-71.0839
122801,Rodent Activity,42.3466,-71.1366
122832,Rodent Activity,42.3189,-71.0839
122993,Rodent Activity,42.2913,-71.0708
123021,Rodent Activity,42.3089,-71.1069
123074,Rodent Activity,42.2921,-71.1559
123103,Rodent Activity,42.3463,-71.0689
123266,Rodent Activity,42.2923,-71.1561
123307,Rodent Activity,42.2924,-71.1557
123430,Pest Infestation - Residential,42.2967,-71.0711
123438,Pest Infestation - Residential,42.2928,-71.0552
123459,Pest Infestation - Residential,42.3158,-71.0631
123626,Rodent Activity,42.2921,-71.1559
123712,Pest Infestation - Residential,42.3523,-71.1359
123724,Rodent Activity,42.36,-71.0635
123834,Pest Infestation - Residential,42.2928,-71.055
124076,Rodent Activity,42.3358,-71.0467
124077,Rodent Activity,42.3594,-71.0587
124101,Rodent Activity,42.3463,-71.0719
124129,Rodent Activity,42.3831,-71.0794
124139,Rodent Activity,42.2969,-71.0516
124149,Rodent Activity,42.3363,-71.0373
124156,Rodent Activity,42.3135,-71.0636
124159,Rodent Activity,42.313,-71.0583
124167,Rodent Activity,42.2424,-71.1256
124172,Rodent Activity,42.2683,-71.1032
124211,Rodent Activity,42.3496,-71.1572
124313,Rat Bite,42.3594,-71.0587
124330,Rodent Activity,42.2856,-71.0822
124340,Bed Bugs,42.319,-71.0986
124380,Rodent Activity,42.3502,-71.0934
124381,Rodent Activity,42.3494,-71.093
124384,Rodent Activity,42.3494,-71.0942
124431,Rat Bite,42.3141,-71.1002
124458,Rodent Activity,42.3443,-71.0719
124631,Rodent Activity,42.3201,-71.1096
124672,Rodent Activity,42.36,-71.0635
124702,Rodent Activity,42.2968,-71.0716
124767,Rodent Activity,42.3359,-71.0401
124883,Rodent Activity,42.3108,-71.0615
124917,Pest Infestation - Residential,42.3778,-71.0394
125017,Rodent Activity,42.2916,-71.0709
125018,Rodent Activity,42.2919,-71.0713
125029,Rodent Activity,42.2916,-71.072
125033,Rodent Activity,42.3231,-71.1051
125039,Rodent Activity,42.3072,-71.0759
125041,Rodent Activity,42.3072,-71.0759
125042,Rodent Activity,42.3072,-71.0759
125048,Rodent Activity,42.3812,-71.0713
125105,Rodent Activity,42.3536,-71.1707
125149,Rodent Activity,42.3212,-71.0943
125150,Rodent Activity,42.3015,-71.0618
125212,Rodent Activity,42.3305,-71.054
125325,Rodent Activity,42.3674,-71.0341
125396,Rodent Activity,42.3538,-71.076
125398,Rodent Activity,42.3538,-71.0761
125402,Rodent Activity,42.3218,-71.0586
125404,Rodent Activity,42.3538,-71.0762
125455,Bed Bugs,42.3142,-71.0663
125470,Bed Bugs,42.345,-71.1427
125484,Rodent Activity,42.3594,-71.0587
125521,Bed Bugs,42.3812,-71.0377
125591,Rodent Activity,42.3234,-71.1046
125598,Rodent Activity,42.2825,-71.1592
125673,Rodent Activity,42.3594,-71.0587
125674,Rodent Activity,42.3594,-71.0587
125712,Rodent Activity,42.3594,-71.0587
125713,Rodent Activity,42.3478,-71.0617
125907,Rodent Activity,42.2966,-71.0711
125908,Rodent Activity,42.3229,-71.1054
125911,Rodent Activity,42.3232,-71.1054
125914,Rodent Activity,42.3232,-71.1051
125915,Rodent Activity,42.3231,-71.1054
125957,Pest Infestation - Residential,42.3079,-71.1176
125972,Rodent Activity,42.2414,-71.1378
125981,Rodent Activity,42.3721,-71.0354
125987,Rodent Activity,42.3721,-71.0354
126002,Rodent Activity,42.3599,-71.0631
126004,Rodent Activity,42.3598,-71.0631
126007,Rodent Activity,42.3597,-71.0631
126011,Rodent Activity,42.3603,-71.0631
126030,Pest Infestation - Residential,42.3818,-71.0189
126038,Rodent Activity,42.3553,-71.1279
126084,Rodent Activity,42.2913,-71.0766
126114,Pest Infestation - Residential,42.2367,-71.1295
126185,Rodent Activity,42.3301,-71.0975
126190,Bed Bugs,42.3542,-71.052
126249,Rodent Activity,42.351,-71.0864
126250,Bed Bugs,42.3528,-71.136
126357,Rodent Activity,42.3195,-71.0759
126371,Rodent Activity,42.3186,-71.0999
126434,Pest Infestation - Residential,42.3663,-71.0622
126440,Rodent Activity,42.3462,-71.1396
126444,Rodent Activity,42.3364,-71.0476
126544,Rodent Activity,42.3218,-71.0586
126565,Bed Bugs,42.3102,-71.1138
126593,Pest Infestation - Residential,42.3362,-71.0373
126611,Pest Infestation - Residential,42.3132,-71.0583
126665,Rodent Activity,42.3587,-71.0715
126693,Rodent Activity,42.3549,-71.145
126694,Rodent Activity,42.3478,-71.0629
126705,Rodent Activity,42.267,-71.1161
126714,Rodent Activity,42.3904,-70.997
126783,Rodent Activity,42.3702,-71.0388
126818,Pest Infestation - Residential,42.3157,-71.1032
126828,Rodent Activity,42.3141,-71.1003
126830,Rodent Activity,42.3804,-71.0355
126831,Rodent Activity,42.2968,-71.0517
126868,Rodent Activity,42.3448,-71.0798
126885,Rodent Activity,42.3594,-71.0587
126893,Rodent Activity,42.3005,-71.0608
126933,Bed Bugs,42.3024,-71.0685
126976,Rodent Activity,42.3394,-71.0746
127005,Rodent Activity,42.3641,-71.0549
127075,Rodent Activity,42.3397,-71.0496
127191,Rodent Activity,42.3488,-71.1365
127229,Rodent Activity,42.3365,-71.0276
127268,Rodent Activity,42.3595,-71.0588
127438,Pest Infestation - Residential,42.3669,-71.033
127456,Rodent Activity,42.3481,-71.0874
127468,Bed Bugs,42.3341,-71.1029
127474,Bed Bugs,42.3341,-71.1029
127516,Rodent Activity,42.3339,-71.0532
127669,Rodent Activity,42.2422,-71.1381
127680,Rodent Activity,42.2392,-71.1373
127682,Rodent Activity,42.3187,-71.0624
127777,Rodent Activity,42.3365,-71.0495
127780,Pest Infestation - Residential,42.3599,-71.0631
127899,Rodent Activity,42.3443,-71.0719
128021,Rodent Activity,42.285,-71.065
128045,Rodent Activity,42.3198,-71.0849
