,type,latitude,longitude
64988,Pest Infestation - Residential,42.3494,-71.1339
65117,Rodent Activity,42.3206,-71.078
65200,Rodent Activity,42.3809,-71.0174
65217,Rodent Activity,42.357,-71.0607
65255,Rodent Activity,42.2873,-71.0573
65324,Rodent Activity,42.3367,-71.0522
65494,Pest Infestation - Residential,42.3821,-71.0221
65606,Rodent Activity,42.2885,-71.0523
65794,Pest Infestation - Residential,42.3132,-71.0657
65821,Rodent Activity,42.3499,-71.1731
65829,Rodent Activity,42.2885,-71.0527
66127,Rodent Activity,42.2908,-71.0757
66217,Rodent Activity,42.3436,-71.1447
66302,Pest Infestation - Residential,42.3483,-71.0647
66365,Bed Bugs,42.3326,-71.1116
66474,Rodent Activity,42.2899,-71.1594
66537,Rodent Activity,42.3738,-71.0601
66564,Rodent Activity,42.3525,-71.0743
66620,Rodent Activity,42.3229,-71.0793
66651,Rodent Activity,42.3663,-71.0622
66675,Rodent Activity,42.3582,-71.1309
66733,Rodent Activity,42.3502,-71.1358
66766,Rodent Activity,42.3432,-71.0778
66845,Pest Infestation - Residential,42.3297,-71.0972
66966,Rodent Activity,42.3207,-71.0604
66969,Rodent Activity,42.3594,-71.0587
66983,Rodent Activity,42.3499,-71.1733
66986,Rodent Activity,42.3499,-71.1734
66987,Rodent Activity,42.3499,-71.1734
66988,Rodent Activity,42.3499,-71.1736
66991,Rodent Activity,42.35,-71.1736
66994,Rodent Activity,42.35,-71.1737
66996,Rodent Activity,42.35,-71.1738
67001,Rodent Activity,42.3499,-71.1733
67173,Rodent Activity,42.3663,-71.0538
67185,Pest Infestation - Residential,42.2868,-71.0943
67201,Rodent Activity,42.3509,-71.143
67289,Rodent Activity,42.3738,-71.0601
67379,Rodent Activity,42.3279,-71.0673
67431,Rodent Activity,42.3361,-71.0359
67696,Rodent Activity,42.352,-71.0661
67787,Rodent Activity,42.3368,-71.0758
67828,Rodent Activity,42.353,-71.061
68002,Pest Infestation - Residential,42.2599,-71.1172
68008,Rodent Activity,42.3594,-71.0587
68166,Bed Bugs,42.2824,-71.0759
68424,Rodent Activity,42.2895,-71.1598
68431,Rodent Activity,42.3868,-71.0039
68468,Rodent Activity,42.3463,-71.1625
68484,Rodent Activity,42.3501,-71.1355
68487,Rodent Activity,42.3594,-71.0587
68631,Rodent Activity,42.3361,-71.0762
68847,Rodent Activity,42.3557,-71.1368
68874,Rodent Activity,42.2953,-71.0566
68972,Rodent Activity,42.3123,-71.06
69006,Rodent Activity,42.3116,-71.0759
69024,Pest Infestation - Residential,42.3109,-71.0627
69118,Rodent Activity,42.2895,-71.1598
69183,Rodent Activity,42.2988,-71.0579
69283,Rodent Activity,42.3594,-71.0587
69343,Rodent Activity,42.3812,-71.0699
69400,Rodent Activity,42.3594,-71.0587
69411,Pest Infestation - Residential,42.3594,-71.0587
69698,Pest Infestation - Residential,42.3594,-71.0587
69718,Rodent Activity,42.3594,-71.0587
69733,Rodent Activity,42.3034,-71.08
69736,Pest Infestation - Residential,42.3037,-71.0635
69739,Pest Infestation - Residential,42.3037,-71.0635
69743,Pest Infestation - Residential,42.3037,-71.0635
69746,Pest Infestation - Residential,42.3037,-71.0635
69940,Rodent Activity,42.313,-71.0584
70304,Rodent Activity,42.3538,-71.1611
70318,Rodent Activity,42.354,-71.1608
70583,Pest Infestation - Residential,42.2929,-71.0521
70603,Rodent Activity,42.3211,-71.0783
70643,Rodent Activity,42.293,-71.0716
70714,Pest Infestation - Residential,42.3793,-71.0357
70848,Rodent Activity,42.2855,-71.1235
70888,Rodent Activity,42.3441,-71.1385
70897,Rodent Activity,42.3426,-71.0973
70902,Rodent Activity,42.3509,-71.1428
70934,Rodent Activity,42.3441,-71.1385
71020,Rodent Activity,42.3441,-71.1385
71257,Rodent Activity,42.3038,-71.0745
71268,Rodent Activity,42.2812,-71.1665
71280,Pest Infestation - Residential,42.3383,-71.0784
71296,Bed Bugs,42.3082,-71.0889
71468,Rodent Activity,42.3505,-71.0902
71469,Rodent Activity,42.3505,-71.0902
71570,Rodent Activity,42.3182,-71.1009
71673,Rodent Activity,42.3127,-71.0497
71681,Rodent Activity,42.3196,-71.0584
71684,Rodent Activity,42.3801,-71.0611
71716,Rodent Activity,42.3679,-71.0343
71745,Bed Bugs,42.3377,-71.08
71835,Rodent Activity,42.3587,-71.1423
71837,Rodent Activity,42.3482,-71.087
72119,Rodent Activity,42.2817,-71.0664
72254,Rodent Activity,42.3168,-71.0606
72258,Rodent Activity,42.3523,-71.1396
72264,Rodent Activity,42.3522,-71.1395
72537,Rodent Activity,42.2981,-71.07
72538,Rodent Activity,42.3441,-71.07
72542,Rodent Activity,42.3594,-71.0587
72543,Pest Infestation - Residential,42.3034,-71.0788
72544,Rodent Activity,42.2929,-71.0523
72592,Bed Bugs,42.3443,-71.0885
72600,Rodent Activity,42.3507,-71.1481
72601,Rodent Activity,42.3726,-71.0589
72725,Rodent Activity,42.3116,-71.0758
72841,Rodent Activity,42.3793,-71.0358
72925,Pest Infestation - Residential,42.3374,-71.0762
72934,Pest Infestation - Residential,42.3384,-71.0785
72961,Rodent Activity,42.3725,-71.0579
72977,Bed Bugs,42.3024,-71.0755
73008,Bed Bugs,42.3369,-71.0853
73036,Rodent Activity,42.2658,-71.1065
73147,Rodent Activity,42.2858,-71.0556
73177,Bed Bugs,42.2997,-71.0646
73183,Pest Infestation - Residential,42.3787,-71.057
73206,Rodent Activity,42.2858,-71.0556
73442,Rodent Activity,42.3725,-71.0579
73443,Rodent Activity,42.372,-71.0581
73445,Rodent Activity,42.372,-71.059
73508,Rodent Activity,42.286,-71.0555
73548,Pest Infestation - Residential,42.3537,-71.1317
73590,Rodent Activity,42.3816,-71.0689
73696,Bed Bugs,42.3138,-71.0632
73775,Bed Bugs,42.3732,-71.0346
74068,Rodent Activity,42.3396,-71.0767
74105,Rodent Activity,42.301,-71.0715
74113,Rodent Activity,42.3507,-71.1481
74118,Pest Infestation - Residential,42.3111,-71.0554
74129,Rodent Activity,42.2961,-71.0847
74172,Pest Infestation - Residential,42.3109,-71.0627
74202,Bed Bugs,42.3112,-71.0864
74430,Pest Infestation - Residential,42.3196,-71.0613
74431,Rodent Activity,42.3499,-71.1502
74459,Pest Infestation - Residential,42.286,-71.041
74792,Pest Infestation - Residential,42.3037,-71.0791
74986,Rodent Activity,42.3594,-71.0587
75191,Pest Infestation - Residential,42.2857,-71.0554
75204,Rodent Activity,42.3494,-71.0812
75382,Rodent Activity,42.3501,-71.1363
75446,Rodent Activity,42.2857,-71.0554
75569,Pest Infestation - Residential,42.3432,-71.0825
75672,Rodent Activity,42.3602,-71.1405
75678,Rodent Activity,42.3459,-71.086
75692,Rodent Activity,42.3515,-71.1328
75723,Rodent Activity,42.3047,-71.1132
75849,Rodent Activity,42.3029,-71.1139
75937,Rodent Activity,42.3105,-71.0628
76001,Pest Infestation - Residential,42.2917,-71.0469
76079,Rodent Activity,42.3594,-71.0587
76192,Rodent Activity,42.2933,-71.0715
76299,Rodent Activity,42.3047,-71.1134
76327,Pest Infestation - Residential,42.285,-71.0716
76450,Rodent Activity,42.3049,-71.084
76478,Rodent Activity,42.3594,-71.0587
76534,Bed Bugs,42.3256,-71.0882
76548,Rodent Activity,42.3504,-71.0905
76600,Rodent Activity,42.3425,-71.0871
76620,Pest Infestation - Residential,42.3389,-71.1471
76636,Pest Infestation - Residential,42.3389,-71.1471
76682,Pest Infestation - Residential,42.3386,-71.1475
76698,Rodent Activity,42.3594,-71.0587
76723,Rodent Activity,42.3108,-71.108
76779,Rodent Activity,42.3594,-71.0587
76803,Rodent Activity,42.3485,-71.0942
76818,Rodent Activity,42.3293,-71.0864
76825,Rodent Activity,42.3049,-71.1128
76997,Pest Infestation - Residential,42.3558,-71.0618
77015,Pest Infestation - Residential,42.3508,-71.0758
77056,Rodent Activity,42.3172,-71.077
77089,Rodent Activity,42.3594,-71.0587
77101,Rodent Activity,42.2982,-71.074
77218,Rodent Activity,42.3111,-71.0892
77257,Rodent Activity,42.345,-71.1503
77302,Rodent Activity,42.3247,-71.0719
77339,Bed Bugs,42.3019,-71.08
77356,Rodent Activity,42.2871,-71.0417
77380,Bed Bugs,42.3092,-71.0799
77457,Rodent Activity,42.3047,-71.1132
77584,Rodent Activity,42.2863,-71.0552
77588,Rodent Activity,42.2952,-71.0589
77718,Rodent Activity,42.3537,-71.1309
77737,Rodent Activity,42.3825,-71.018
77739,Rodent Activity,42.3719,-71.0388
77745,Rodent Activity,42.3116,-71.0745
77753,Bed Bugs,42.3083,-71.0888
77758,Rodent Activity,42.3534,-71.156
77821,Rodent Activity,42.3049,-71.1128
78040,Rodent Activity,42.3486,-71.0629
78154,Rodent Activity,42.3038,-71.0753
78171,Rodent Activity,42.3002,-71.052
78300,Rodent Activity,42.2692,-71.125
78305,Rodent Activity,42.3917,-71.0014
78374,Rodent Activity,42.3594,-71.0587
78377,Rodent Activity,42.3134,-71.063
78395,Rodent Activity,42.339,-71.0772
78513,Rodent Activity,42.2871,-71.0417
78536,Rodent Activity,42.372,-71.0581
78537,Rodent Activity,42.3725,-71.0579
78538,Pest Infestation - Residential,42.372,-71.059
78605,Pest Infestation - Residential,42.3206,-71.061
78627,Pest Infestation - Residential,42.3262,-71.0757
78828,Rodent Activity,42.3594,-71.0587
78884,Pest Infestation - Residential,42.3323,-71.1112
78885,Bed Bugs,42.3443,-71.0885
78893,Rodent Activity,42.3594,-71.0587
78921,Rodent Activity,42.3022,-71.0649
79031,Rodent Activity,42.2905,-71.0632
79035,Rodent Activity,42.2925,-71.1175
79054,Rodent Activity,42.3394,-71.0746
79084,Pest Infestation - Residential,42.361,-71.0647
79147,Rodent Activity,42.2674,-71.1026
79227,Rodent Activity,42.3874,-71.0064
79273,Rodent Activity,42.2883,-71.0631
79311,Bed Bugs,42.3443,-71.0885
79362,Rodent Activity,42.2953,-71.0589
79365,Rodent Activity,42.2947,-71.0587
79370,Rodent Activity,42.2947,-71.0585
79383,Rodent Activity,42.2946,-71.058
79386,Rodent Activity,42.3496,-71.0851
79507,Rodent Activity,42.3047,-71.1132
79521,Pest Infestation - Residential,42.3432,-71.0908
79576,Rodent Activity,42.2811,-71.1192
79728,Rodent Activity,42.286,-71.0553
79733,Rodent Activity,42.286,-71.0553
79762,Rodent Activity,42.3431,-71.0775
79788,Rodent Activity,42.3594,-71.0587
79952,Pest Infestation - Residential,42.3509,-71.1682
79984,Bed Bugs,42.3416,-71.0859
80059,Rodent Activity,42.3179,-71.0719
80064,Bed Bugs,42.3194,-71.0393
80280,Rodent Activity,42.2905,-71.0632
80283,Rodent Activity,42.2903,-71.0633
80286,Rodent Activity,42.2906,-71.0632
80288,Rodent Activity,42.3106,-71.0627
80289,Rodent Activity,42.3021,-71.065
80291,Rodent Activity,42.2987,-71.0729
80293,Rodent Activity,42.3807,-71.0665
80350,Pest Infestation - Residential,42.305,-71.1143
80434,Rodent Activity,42.3121,-71.0731
80437,Bed Bugs,42.3735,-71.035
80501,Rodent Activity,42.3594,-71.0587
80521,Pest Infestation - Residential,42.3404,-71.0913
80595,Pest Infestation - Residential,42.3725,-71.0579
80640,Rodent Activity,42.3594,-71.0587
80760,Rodent Activity,42.3382,-71.0783
80800,Pest Infestation - Residential,42.3594,-71.0587
80870,Rodent Activity,42.3594,-71.0587
80925,Pest Infestation - Residential,42.316,-71.0666
80991,Rodent Activity,42.3594,-71.0587
80993,Rodent Activity,42.3594,-71.0587
81000,Rodent Activity,42.3594,-71.0587
81205,Pest Infestation - Residential,42.2885,-71.0527
81276,Pest Infestation - Residential,42.3706,-71.0605
81283,Rodent Activity,42.3465,-71.0798
81408,Bed Bugs,42.3443,-71.0885
81420,Rodent Activity,42.2865,-71.0701
81421,Bed Bugs,42.3318,-71.0516
81556,Rodent Activity,42.3094,-71.0653
81719,Bed Bugs,42.3465,-71.1446
81874,Rodent Activity,42.3048,-71.0844
81879,Rodent Activity,42.3044,-71.0845
81958,Bed Bugs,42.3403,-71.1505
82170,Rodent Activity,42.3606,-71.0659
82226,Rodent Activity,42.3573,-71.0718
82285,Rodent Activity,42.3389,-71.0771
82375,Rodent Activity,42.3607,-71.0696
82379,Rodent Activity,42.3606,-71.0696
82404,Pest Infestation - Residential,42.3814,-71.0707
82507,Rodent Activity,42.3281,-71.0559
82526,Rodent Activity,42.2885,-71.0527
82533,Rodent Activity,42.3178,-71.1022
82563,Pest Infestation - Residential,42.3098,-71.1315
82624,Rodent Activity,42.3233,-71.1054
82709,Rodent Activity,42.2858,-71.1415
82783,Rodent Activity,42.3602,-71.0659
82907,Pest Infestation - Residential,42.339,-71.0796
82910,Rodent Activity,42.3716,-71.036
82988,Pest Infestation - Residential,42.3363,-71.0747
82995,Pest Infestation - Residential,42.3363,-71.0747
83304,Pest Infestation - Residential,42.338,-71.0803
83389,Pest Infestation - Residential,42.351,-71.0765
83783,Rodent Activity,42.3594,-71.0587
83842,Rodent Activity,42.2809,-71.1656
83871,Pest Infestation - Residential,42.315,-71.0744
83951,Rodent Activity,42.3594,-71.0587
84059,Rodent Activity,42.3121,-71.0731
84075,Rodent Activity,42.3536,-71.1557
84091,Rodent Activity,42.3182,-71.0998
84111,Pest Infestation - Residential,42.2998,-71.0744
84122,Rodent Activity,42.3519,-71.1706
84173,Rodent Activity,42.3539,-71.16
84193,Rodent Activity,42.2907,-71.0582
84357,Rodent Activity,42.2884,-71.0526
84421,Rodent Activity,42.3493,-71.1574
84442,Rodent Activity,42.3786,-71.0389
84448,Rodent Activity,42.3072,-71.0663
84497,Rodent Activity,42.2823,-71.0558
84521,Pest Infestation - Residential,42.2912,-71.0715
84546,Rodent Activity,42.3539,-71.16
84686,Rodent Activity,42.3594,-71.0587
84721,Rodent Activity,42.2887,-71.047
84732,Rodent Activity,42.3333,-71.0318
84797,Rodent Activity,42.3134,-71.0583
84837,Rodent Activity,42.2829,-71.1242
84839,Rodent Activity,42.2831,-71.1243
84862,Rodent Activity,42.2978,-71.0867
84870,Rodent Activity,42.3521,-71.1356
84874,Rodent Activity,42.352,-71.1357
84879,Rodent Activity,42.3594,-71.0587
84894,Bed Bugs,42.3416,-71.0859
85123,Pest Infestation - Residential,42.3594,-71.0587
85147,Bed Bugs,42.2971,-71.0755
85151,Rodent Activity,42.3121,-71.0731
85159,Rodent Activity,42.3133,-71.0773
85163,Rodent Activity,42.3132,-71.0766
85314,Rodent Activity,42.2766,-71.1652
85558,Bed Bugs,42.3225,-71.1087
85662,Rodent Activity,42.3359,-71.0361
85663,Rodent Activity,42.3755,-71.032
85693,Rodent Activity,42.3499,-71.0578
85752,Rodent Activity,42.2953,-71.0566
85861,Rodent Activity,42.3528,-71.08
85916,Rodent Activity,42.3465,-71.0753
85925,Rodent Activity,42.2637,-71.1227
85948,Rodent Activity,42.3432,-71.0701
85954,Rodent Activity,42.3716,-71.0359
85962,Rodent Activity,42.299,-71.058
85967,Rodent Activity,42.2946,-71.059
85969,Bed Bugs,42.3225,-71.1087
85998,Rodent Activity,42.3426,-71.0973
86001,Rodent Activity,42.3426,-71.0973
86093,Rodent Activity,42.3336,-71.0448
86116,Rodent Activity,42.3333,-71.0318
86194,Pest Infestation - Residential,42.3179,-71.0719
86215,Pest Infestation - Residential,42.3179,-71.0719
86287,Rodent Activity,42.3485,-71.0679
86311,Rodent Activity,42.3062,-71.0719
86342,Rodent Activity,42.3065,-71.0718
86384,Rodent Activity,42.3358,-71.0361
86428,Rodent Activity,42.3782,-71.0387
86430,Rodent Activity,42.3784,-71.039
86431,Rodent Activity,42.3784,-71.039
86434,Rodent Activity,42.298,-71.0866
86450,Rodent Activity,42.2998,-71.0745
86609,Rodent Activity,42.2797,-71.118
86610,Pest Infestation - Residential,42.3206,-71.061
86628,Rodent Activity,42.3302,-71.0538
86745,Rodent Activity,42.3391,-71.0773
86755,Rodent Activity,42.3594,-71.0587
86757,Rodent Activity,42.2734,-71.1308
86772,Rodent Activity,42.3531,-71.08
86775,Rodent Activity,42.3531,-71.0803
86962,Pest Infestation - Residential,42.3594,-71.0587
87080,Rodent Activity,42.3725,-71.0579
87081,Rodent Activity,42.3725,-71.0579
87232,Pest Infestation - Residential,42.3644,-71.0532
87248,Bed Bugs,42.3782,-71.0298
87275,Rodent Activity,42.3121,-71.0757
87278,Rodent Activity,42.312,-71.0755
87348,Rodent Activity,42.3118,-71.0756
87349,Rodent Activity,42.3116,-71.0759
87351,Rodent Activity,42.3117,-71.076
87352,Rodent Activity,42.3118,-71.0761
87354,Rodent Activity,42.3118,-71.0762
87356,Rodent Activity,42.3119,-71.0763
87410,Pest Infestation - Residential,42.3449,-71.082
87476,Rodent Activity,42.2825,-71.1592
87489,Rodent Activity,42.2803,-71.1223
87490,Rodent Activity,42.3667,-71.0578
87511,Bed Bugs,42.3028,-71.0689
87578,Rodent Activity,42.3207,-71.1081
87639,Rodent Activity,42.3416,-71.0875
87647,Rodent Activity,42.2951,-71.047
87648,Rodent Activity,42.2862,-71.0448
87671,Rodent Activity,42.2906,-71.0622
87695,Rodent Activity,42.3555,-71.1307
87756,Rodent Activity,42.3501,-71.0762
87769,Rodent Activity,42.3065,-71.0718
87803,Pest Infestation - Residential,42.3546,-71.1367
87825,Rodent Activity,42.3594,-71.0587
87839,Rodent Activity,42.3497,-71.0847
87931,Rodent Activity,42.3389,-71.0771
88123,Pest Infestation - Residential,42.3222,-71.0803
88125,Pest Infestation - Residential,42.2848,-71.0725
88126,Rodent Activity,42.2848,-71.0726
88160,Rodent Activity,42.3067,-71.0719
88179,Rodent Activity,42.3425,-71.0561
88184,Pest Infestation - Residential,42.3594,-71.0587
88210,Pest Infestation - Residential,42.3485,-71.0679
88227,Pest Infestation - Residential,42.3308,-71.0403
88229,Rodent Activity,42.3594,-71.0587
88270,Pest Infestation - Residential,42.3144,-71.1019
88326,Pest Infestation - Residential,42.344,-71.0665
88341,Rodent Activity,42.3363,-71.0274
88393,Rodent Activity,42.313,-71.0584
88395,Rodent Activity,42.3132,-71.0583
88428,Rodent Activity,42.3515,-71.0816
88474,Rodent Activity,42.3503,-71.0823
88515,Rodent Activity,42.364,-71.0574
88567,Rodent Activity,42.3773,-71.0342
88621,Rodent Activity,42.3426,-71.0702
88687,Rodent Activity,42.3498,-71.0828
88724,Pest Infestation - Residential,42.3113,-71.0553
88766,Rodent Activity,42.2858,-71.0556
88827,Rodent Activity,42.3192,-71.0993
88899,Pest Infestation - Residential,42.3166,-71.0536
88957,Rodent Activity,42.2839,-71.0448
88959,Rodent Activity,42.2833,-71.0476
88990,Rodent Activity,42.3539,-71.1497
89034,Pest Infestation - Residential,42.3113,-71.0867
89059,Rodent Activity,42.3598,-71.0705
89065,Rodent Activity,42.3598,-71.0705
89110,Bed Bugs,42.3016,-71.0672
89147,Pest Infestation - Residential,42.3632,-71.052
89244,Pest Infestation - Residential,42.3377,-71.0781
89289,Pest Infestation - Residential,42.3378,-71.0794
89313,Pest Infestation - Residential,42.3725,-71.0579
89314,Pest Infestation - Residential,42.372,-71.059
89421,Rodent Activity,42.3112,-71.0557
89581,Rodent Activity,42.3368,-71.0273
89762,Rodent Activity,42.3562,-71.0631
89780,Rodent Activity,42.3594,-71.0587
89784,Rodent Activity,42.3594,-71.0587
89801,Rodent Activity,42.3315,-71.0704
89851,Rodent Activity,42.3716,-71.0359
89862,Rodent Activity,42.3519,-71.1706
90137,Rodent Activity,42.3012,-71.0808
90273,Bed Bugs,42.3261,-71.1031
90311,Rodent Activity,42.3504,-71.1684
90319,Rodent Activity,42.3519,-71.1387
90343,Pest Infestation - Residential,42.3542,-71.1572
90349,Rodent Activity,42.3017,-71.0687
90385,Pest Infestation - Residential,42.3362,-71.0819
90473,Rodent Activity,42.3001,-71.0666
90483,Rodent Activity,42.3451,-71.0803
90536,Rodent Activity,42.3266,-71.0798
90608,Rodent Activity,42.3267,-71.0796
90668,Rodent Activity,42.3377,-71.0781
90690,Rodent Activity,42.3584,-71.1323
90705,Rodent Activity,42.3515,-71.0605
90716,Rodent Activity,42.316,-71.102
90760,Rodent Activity,42.3542,-71.1574
90767,Pest Infestation - Residential,42.3377,-71.0781
90832,Rodent Activity,42.3594,-71.0587
90867,Pest Infestation - Residential,42.3473,-71.0815
90883,Rodent Activity,42.3355,-71.0753
90892,Pest Infestation - Residential,42.372,-71.0581
90893,Pest Infestation - Residential,42.3725,-71.0579
90926,Rodent Activity,42.3377,-71.0781
91028,Pest Infestation - Residential,42.3523,-71.1396
91060,Rodent Activity,42.3026,-71.0756
91086,Rodent Activity,42.3085,-71.1163
91115,Bed Bugs,42.2794,-71.0911
91226,Rodent Activity,42.316,-71.102
91265,Rodent Activity,42.2916,-71.1675
91270,Pest Infestation - Residential,42.2494,-71.1318
91276,Rodent Activity,42.3414,-71.0708
91333,Bed Bugs,42.2713,-71.0921
91356,Pest Infestation - Residential,42.3181,-71.0646
91426,Rodent Activity,42.2973,-71.0576
91523,Bed Bugs,42.3261,-71.1031
91541,Bed Bugs,42.3013,-71.0582
91645,Pest Infestation - Residential,42.372,-71.0581
91646,Pest Infestation - Residential,42.3725,-71.0579
91647,Pest Infestation - Residential,42.3725,-71.0579
91652,Rodent Activity,42.3358,-71.0478
91820,Rodent Activity,42.3571,-71.0724
91968,Rodent Activity,42.3436,-71.0951
91969,Rodent Activity,42.3084,-71.1168
92088,Rodent Activity,42.3082,-71.1162
92099,Rodent Activity,42.3081,-71.1177
92107,Rodent Activity,42.3382,-71.0783
92137,Rodent Activity,42.3017,-71.069
92139,Rodent Activity,42.3018,-71.0689
92153,Rodent Activity,42.3594,-71.0587
92164,Rodent Activity,42.3562,-71.0631
92186,Rodent Activity,42.3482,-71.0886
92214,Rodent Activity,42.3594,-71.0587
92220,Rodent Activity,42.2906,-71.0553
92221,Rodent Activity,42.3594,-71.0587
92222,Rodent Activity,42.3594,-71.0587
92243,Rodent Activity,42.3085,-71.1163
92245,Rodent Activity,42.3522,-71.1385
92248,Rodent Activity,42.3521,-71.1384
92249,Rodent Activity,42.3594,-71.0587
92250,Rodent Activity,42.3081,-71.1176
92334,Rodent Activity,42.2911,-71.058
92418,Rodent Activity,42.3546,-71.1711
92451,Rodent Activity,42.3084,-71.1168
92456,Pest Infestation - Residential,42.3084,-71.1168
92482,Rodent Activity,42.3594,-71.0587
92490,Rodent Activity,42.2906,-71.0622
92498,Pest Infestation - Residential,42.3523,-71.1396
92508,Pest Infestation - Residential,42.3509,-71.0767
92512,Rodent Activity,42.3131,-71.0578
92692,Bed Bugs,42.2898,-71.0491
92748,Pest Infestation - Residential,42.3175,-71.0535
92923,Rodent Activity,42.3812,-71.0699
92952,Rodent Activity,42.3594,-71.0587
93035,Pest Infestation - Residential,42.3145,-71.1019
93043,Pest Infestation - Residential,42.3243,-71.1082
93051,Rodent Activity,42.3667,-71.0581
93113,Pest Infestation - Residential,42.3594,-71.0587
93129,Rodent Activity,42.3516,-71.0879
93136,Rodent Activity,42.3372,-71.1495
93178,Rodent Activity,42.3433,-71.069
93234,Rodent Activity,42.3495,-71.0852
93469,Rodent Activity,42.2858,-71.0528
93500,Rodent Activity,42.2819,-71.0724
93551,Rodent Activity,42.3077,-71.0815
93645,Pest Infestation - Residential,42.3064,-71.1054
93697,Rodent Activity,42.2812,-71.0574
93727,Rodent Activity,42.3778,-71.039
93743,Rodent Activity,42.3359,-71.0402
93779,Rodent Activity,42.3493,-71.1593
93798,Rodent Activity,42.3632,-71.0537
93878,Rodent Activity,42.3668,-71.0688
93979,Rodent Activity,42.3082,-71.1162
94107,Rodent Activity,42.2811,-71.1192
94166,Rodent Activity,42.3034,-71.0609
94173,Rodent Activity,42.3108,-71.0684
94212,Rodent Activity,42.2874,-71.1174
94310,Rodent Activity,42.3088,-71.1165
94330,Rodent Activity,42.2851,-71.0593
94669,Pest Infestation - Residential,42.3327,-71.0351
94689,Pest Infestation - Residential,42.3327,-71.0351
94725,Rodent Activity,42.338,-71.0773
94729,Rodent Activity,42.3381,-71.0774
94742,Pest Infestation - Residential,42.315,-71.0548
94773,Pest Infestation - Residential,42.372,-71.059
94889,Rodent Activity,42.3053,-71.1143
94913,Pest Infestation - Residential,42.3727,-71.0584
94988,Rodent Activity,42.3158,-71.0821
95011,Rodent Activity,42.3221,-71.1128
95014,Rodent Activity,42.3218,-71.1131
95026,Pest Infestation - Residential,42.3161,-71.0987
95109,Rodent Activity,42.286,-71.0553
95372,Rodent Activity,42.3162,-71.1023
95455,Rodent Activity,42.3529,-71.1388
95496,Pest Infestation - Residential,42.3232,-71.1054
95548,Rodent Activity,42.3519,-71.0606
95550,Rodent Activity,42.3511,-71.076
95553,Rodent Activity,42.3511,-71.0756
95554,Rodent Activity,42.3504,-71.0772
95557,Rodent Activity,42.3053,-71.0729
95558,Rodent Activity,42.3507,-71.0774
95561,Rodent Activity,42.3499,-71.0805
95669,Pest Infestation - Residential,42.3473,-71.0689
95682,Rodent Activity,42.3594,-71.0587
95701,Pest Infestation - Residential,42.3362,-71.0818
95703,Rodent Activity,42.3624,-71.1398
95715,Rodent Activity,42.3311,-71.0359
95804,Rodent Activity,42.3471,-71.0696
95808,Rodent Activity,42.3232,-71.1054
95870,Pest Infestation - Residential,42.3163,-71.0985
95942,Rodent Activity,42.3221,-71.1128
95988,Rodent Activity,42.3669,-71.033
96121,Pest Infestation - Residential,42.3821,-71.039
96189,Rodent Activity,42.3104,-71.1079
96200,Rodent Activity,42.3594,-71.0587
96211,Rodent Activity,42.3538,-71.1297
96272,Rodent Activity,42.3523,-71.1396
96273,Rodent Activity,42.3492,-71.0816
96275,Rodent Activity,42.3489,-71.0827
96276,Rodent Activity,42.3516,-71.0759
96278,Rodent Activity,42.2947,-71.0722
96286,Rodent Activity,42.2487,-71.118
96287,Rodent Activity,42.3524,-71.1253
96289,Rodent Activity,42.3554,-71.1311
96293,Rodent Activity,42.3593,-71.124
96375,Rodent Activity,42.286,-71.0418
96417,Rodent Activity,42.3145,-71.1019
96517,Pest Infestation - Residential,42.3523,-71.1396
96624,Rodent Activity,42.3362,-71.0752
96626,Rodent Activity,42.3156,-71.0821
96633,Rodent Activity,42.2811,-71.0574
96672,Rodent Activity,42.3132,-71.0583
96762,Rodent Activity,42.3572,-71.0697
96808,Rodent Activity,42.3526,-71.1383
96854,Rodent Activity,42.2812,-71.0574
97013,Rodent Activity,42.339,-71.0804
97017,Rodent Activity,42.3052,-71.0681
97079,Rodent Activity,42.3131,-71.0574
97113,Rodent Activity,42.3253,-71.0856
97212,Rodent Activity,42.3313,-71.0381
97218,Rodent Activity,42.3188,-71.1005
97359,Rodent Activity,42.2717,-71.1688
97371,Pest Infestation - Residential,42.3132,-71.0583
97435,Rodent Activity,42.2506,-71.1239
97704,Rodent Activity,42.3117,-71.076
97964,Pest Infestation - Residential,42.3034,-71.0609
98001,Bed Bugs,42.3595,-71.0588
98057,Rodent Activity,42.2906,-71.062
98166,Pest Infestation - Residential,42.3173,-71.062
98256,Rodent Activity,42.3156,-71.082
98332,Pest Infestation - Residential,42.3519,-71.1706
98333,Pest Infestation - Residential,42.3522,-71.17
98334,Pest Infestation - Residential,42.3517,-71.1701
98335,Pest Infestation - Residential,42.3518,-71.1703
98343,Rodent Activity,42.3594,-71.0587
98383,Rodent Activity,42.3366,-71.0761
98501,Rodent Activity,42.3241,-71.0642
98688,Rodent Activity,42.3451,-71.0802
98692,Rodent Activity,42.3256,-71.0941
98713,Rodent Activity,42.3382,-71.0783
98847,Rodent Activity,42.3594,-71.0587
98910,Rodent Activity,42.3594,-71.0587
98915,Rodent Activity,42.3492,-71.0816
98922,Rodent Activity,42.3412,-71.1602
99065,Bed Bugs,42.2647,-71.1194
99243,Rodent Activity,42.3594,-71.0587
99262,Pest Infestation - Residential,42.3463,-71.1625
99277,Rodent Activity,42.3665,-71.0576
